Promoter Name	Absolute-Plus-1-Position	Component-Of	Regulated-By
PM00092	1020947	COLI-K12-20 // TU00066	REG0-11628 // REG0-11627 // REG0-5535
PM0-45984	4230309	COLI-K12-86	
PM-8827	4432009	COLI-K12-90 // TU-8441	REG0-9171 // REG0-9170 // REG0-9169 // REG0-9168 // REG0-8937 // REG0-6596
PM0-45937	4060372	COLI-K12-83	
PM0-10044	1627491	COLI-K12-33 // TU0-13310	
PM0-45306	2382654	COLI-K12-48	
PM0-10434	1734357	COLI-K12-35 // TU0-13359	REG0-10511
PM0-10278	3194865	COLI-K12-65 // TU0-13845	
PM0-45086	1875648	COLI-K12-38	
PM0-8202	883508	COLI-K12-18 // TU0-7822	REG0-6069
PM0-44888	1423749	COLI-K12-29	
PM0-45031	1747113	COLI-K12-35	
PM00666	1287665	COLI-K12-26 // TU00511	REG0-12804 // REG0-5623 // REG0-5622 // REG0-5621
PM0-45855	3757878	COLI-K12-76	
PM0-36195	3843910	COLI-K12-78 // TU0-8765	REG0-10937
PM124	1677975	COLI-K12-34 // TU00320	
PM0-2829	1544124	COLI-K12-31 // TU0-2649	
PM962	4393677	COLI-K12-89 // TU00236	
PM602	1741201	COLI-K12-35 // TU502	
PM00384	1933109	COLI-K12-39 // TU25	REG0-6103
PM00354	954814	COLI-K12-19 // TU00379	REG0-5205 // REG0-5204 // REG0-5203 // REG0-5202 // REG0-5201 // REG0-5200 // REG0-5199 // REG0-5198 // REG0-5197 // REG0-5196 // REG0-5195 // REG0-5194
PM0-10362	4486112	COLI-K12-91 // TU0-14740	
PM0-46572	223485	TU0-45269 // COLI-K12-4	REG0-15228 // REG0-15227 // REG0-15226 // REG0-15225 // REG0-15224 // REG0-15223 // REG0-15222 // REG0-15221 // REG0-15220
PM0-10124	3153529	COLI-K12-64 // TU0-13822	
PM0-3541	893736	COLI-K12-18 // TU00322	REG0-6337
PM0-45491	2970392	COLI-K12-60	
PM0-46466	4035239	COLI-K12-82 // TU0-45165	REG0-14845 // REG0-14844 // REG0-14843 // REG0-14842 // REG0-14841 // REG0-14840 // REG0-14839 // REG0-14838 // REG0-14837
PM0-9852		TU0-13929	
PM0-44731	1119632	COLI-K12-22	
PM0-2841	1544163	COLI-K12-31 // TU0-2661	
PM0-44993	1655690	COLI-K12-33	
PM0-45304	2381686	COLI-K12-48	
PM0-44465	394461	COLI-K12-8	
PM0-45793	3609780	COLI-K12-73	
PM0-44560	661386	COLI-K12-13	
PM0-45185	2063354	COLI-K12-42	
PM0-46275	3055473	COLI-K12-62 // TU0-13792	
PM0-10470	2280622	COLI-K12-46 // TU0-13556	
PM327	2665401	COLI-K12-54 // TU0-3982	REG0-5147 // REG0-5146
PM0-10444	1734162	COLI-K12-35 // TU0-8805	REG0-10510
PM0-10088	2509447	COLI-K12-51 // TU0-14640	
PM0-45242	2225066	COLI-K12-45	
PM00272	3772188	COLI-K12-77 // TU00193	REG0-5722 // REG0-5721 // REG0-5719 // REG0-5718 // REG0-5717 // REG0-5716 // REG0-5715
PM0-45687	3362039	COLI-K12-68	
PM0-46381	84298	COLI-K12-1 // TU0-42656	REG0-12723
PM0-46306	3382173	COLI-K12-69 // TU0-42561	
PM0-45287	2344218	COLI-K12-47	
PM0-45273	2282433	COLI-K12-46	
PM0-45621	3226070	COLI-K12-66	
PM00219	4347348	COLI-K12-88 // TU00159	REG0-5808 // REG0-5807 // REG0-5806 // REG0-5805 // REG0-5804 // REG0-5803
PM0-8163	578921	COLI-K12-11 // TU0-7783	REG0-6088
PM0-45706	3389477	COLI-K12-69	
PM0-44763	1188267	COLI-K12-24	
PM0-1422	4448428	COLI-K12-91 // TU0-1261	
PM0-45154	1989564	COLI-K12-40	
PM196	4640512	COLI-K12-94 // TU345	
PM0-9993	669072	COLI-K12-13 // TU0-13009	
PM0-44418	293118	COLI-K12-5 // TU0-12871	REG0-11639
PM0-44512	556632	COLI-K12-11	
PM00554	156224	COLI-K12-3 // TU00403	REG0-5620
PM00332	236041	COLI-K12-4 // TU0-6685	
PM00581	3639998	COLI-K12-74 // TU00432	
PM201	4640535	COLI-K12-94 // TU346	REG0-5166
PM0-44958	1570584	COLI-K12-32	
PM641	911076	COLI-K12-18 // TU541	REG0-11207 // REG0-4954 // REG0-4953
PM0-8661	1125522	COLI-K12-23 // TU0-8281	
PM0-46053	4479566	COLI-K12-91	
PM0-45774	3584734	COLI-K12-73	
PM0-46321	4366951	COLI-K12-89 // TU0-52570	
PM0-45010	1702202	COLI-K12-34 // TU0-13350	REG0-11820
PM0-10443	2872901	COLI-K12-58	
PM0-45099	1894100	COLI-K12-38	
PM0-44841	1330803	COLI-K12-27	
PM00658	3982364	COLI-K12-81 // TU00503	REG0-12673 // REG0-12672 // REG0-12671 // REG0-5416
PM0-4621	703840	COLI-K12-14 // TU0-4421	REG0-9013 // REG0-9012 // REG0-6260 // REG0-6259 // REG0-6258 // REG0-6257
PM0-45469	2899607	COLI-K12-59	
PM0-45366	2526909	COLI-K12-51	
PM0-44441	320193	COLI-K12-6	
PM0-45728	3434991	COLI-K12-70	
PM0-44395	240319	COLI-K12-4	
PM0-10087	2465135	COLI-K12-50 // TU0-8537	
PM00060	1279807	COLI-K12-26 // TU00044	REG0-9386 // REG0-9385 // REG0-9048 // REG0-4525 // REG0-4524 // REG0-4523 // REG0-4522 // REG0-4521 // REG0-4520 // REG0-4519 // REG0-4518 // REG0-4517 // REG0-4516
PM0-45593	3169688	COLI-K12-64	
PM00376	1801346	COLI-K12-36 // TU0-3304	REG0-11176
PM0-44376	192849	COLI-K12-3	
PM125	2303574	COLI-K12-47 // TU00305	REG0-4878 // REG0-4877 // REG0-4876 // REG0-4875 // REG0-4874 // REG0-4873 // REG0-4872
PM0-10001	909320	COLI-K12-18 // TU0-14618	
PM0-10120	3081707	COLI-K12-63 // TU0-13802	
PM0-9851		TU0-13697	
PM333	3558107	COLI-K12-72 // TU61	REG0-5152 // REG0-5151 // REG0-5150
PM0-45549	3102250	COLI-K12-63	
PM0-45900	3913811	COLI-K12-80	
PM00330	235934	COLI-K12-4 // TU0-6647	
PM0-45964	4115606	COLI-K12-84	
PM186	3401129	COLI-K12-69 // TU0-14388 // TU00304	REG0-12985
PM0-45953	4079562	COLI-K12-83	
PM0-9377	1995717	COLI-K12-40 // TU0-8716	
PM0-45114	1916181	COLI-K12-39	
PM0-44408	275287	COLI-K12-5	
PM0-45693	3369562	COLI-K12-68	
PM0-10557	2907968	COLI-K12-59 // TU0-14820	
PM0-45725	3423707	COLI-K12-70	
PM0-3621	2495578	COLI-K12-51 // TU0-3421	
PM0-10189	4428819	COLI-K12-90 // TU0-8663	
PM0-45638	3252700	COLI-K12-66	
PM0-45623	3235892	COLI-K12-66	
PM0-44987	1641846	COLI-K12-33	
PM0-44982	1636727	COLI-K12-33	
PM338	34218	COLI-K12-0 // TU141	REG0-5159 // REG0-5158 // REG0-5157 // REG0-5156
PM00421	2804563	COLI-K12-57 // TU701	REG0-4859
PM0-44782	1203006	COLI-K12-24	
PM0-45791	3609119	COLI-K12-73	
PM00113	553142	COLI-K12-11 // TU00082	REG0-5448
PM0-45584	3162866	COLI-K12-64	
PM0-7741	1065559	COLI-K12-21 // TU0-7401	REG0-6092
PM0-44894	1433712	COLI-K12-29	
PM0-45360	2518259	COLI-K12-51	
PM0-9780		TU0-14501	
PM0-44880	1420449	COLI-K12-29	
PM0-45926	4021909	COLI-K12-82 // TU0-42519 // TU0-14052	
PM0-45036	1758945	COLI-K12-36	
PM0-4684	712942	COLI-K12-14 // TU0-4444	REG0-6261
PM00196	2543557	COLI-K12-52 // TU00144	REG0-9113 // REG0-5848
PM-8782	1130885	COLI-K12-23 // TU00272	REG0-6549
PM0-45443	2767642	COLI-K12-56	
PM0-9983	479288	COLI-K12-9 // TU0-12941	
PM0-44445	321481	COLI-K12-6	
PM0-9866	4398982	COLI-K12-90 // TU0-14563	
PM0-45281	2306858	COLI-K12-47	
PM0-45241	2222082	COLI-K12-45	
PM00671	2999064	COLI-K12-61 // TU00516	REG0-5368
PM0-10142	3476541	COLI-K12-71 // TU0-14661	
PM0-9759		TU0-14493	
PM0-44649	889938	COLI-K12-18	
PM00379	1842308	COLI-K12-37 // TU0-1201	REG0-12854 // REG0-11256 // REG0-11091 // REG0-11090 // REG0-11089 // REG0-6437 // REG0-6436 // REG0-6435 // REG0-6434 // REG0-6433
PM0-9772		TU0-14496	
PM0-45741	3499433	COLI-K12-71	
PM0-45017	1721014	COLI-K12-35	
PM0-10259	3178062	COLI-K12-65 // TU0-14704	REG0-9785 // REG0-9784 // REG0-9783
PM0-45576	3149575	COLI-K12-64	
PM0-10099	2639370	COLI-K12-54 // TU0-14648	
PM00459	3881861	COLI-K12-79 // TU0-3302	
PM0-45692	3366889	COLI-K12-68	
PM0-44379	193338	COLI-K12-3	
PM0-44590	721894	COLI-K12-14	
PM0-45997	4279829	COLI-K12-87	
PM0-45368	2531383	COLI-K12-51	
PM0-10453	1907793	COLI-K12-39 // TU0-14771	REG0-13469 // REG0-13468 // REG0-13466
PM0-9197	3374583	COLI-K12-69 // TU0-8761	REG0-6592
PM0-4528	4223652	COLI-K12-86 // TU0-4288	REG0-6255 // REG0-6254
PM00380	1862618	COLI-K12-38 // TU0-4904	REG0-11509 // REG0-11508
PM0-44593	729379	COLI-K12-14	
PM0-9871	4400220	COLI-K12-90 // TU0-14568	REG0-11241
PM00648	1746415	COLI-K12-35 // TU00493	
PM00038	3561971	COLI-K12-72 // TU00031	REG0-4691 // REG0-4690 // REG0-4688 // REG0-4687 // REG0-4686
PM0-8541	903769	COLI-K12-18 // TU00240	REG0-9161 // REG0-6054
PM0-10179	4265652	COLI-K12-87 // TU0-14670	
PM0-44807	1243197	COLI-K12-25	
PM00080	2621153	COLI-K12-53 // TU00058	REG0-5826 // REG0-5825
PM0-45245	2225669	COLI-K12-45	
PM00517	954503	COLI-K12-19 // TU00378	REG0-16186 // REG0-5279
PM0-46397	4073586	COLI-K12-83 // TU0-14068	
PM0-45183	2059875	COLI-K12-42	
PM0-9980	454993	COLI-K12-9 // TU0-12928	
PM0-45699	3385406	COLI-K12-69	
PM0-44436	318525	COLI-K12-6	
PM00508	4624799	COLI-K12-94 // TU0-6630	
PM0-45779	3597828	COLI-K12-73	
PM0-4383	1109257	COLI-K12-22 // TU0-4143	
PM0-44483	464360	COLI-K12-9 // TU0-12932	REG0-11264
PM0-45453	2799087	COLI-K12-57	
PM0-10202	903836	COLI-K12-18 // TU0-14677	
PM0-46107	4609358	COLI-K12-94 // TU0-14217	
PM0-45222	2168543	COLI-K12-44	
PM0-36183	3216538	COLI-K12-65 // TU0-8327	REG0-10885 // REG0-10884 // REG0-10883 // REG0-10882
PM0-10254	883569	COLI-K12-18 // TU0-14699	
PM0-36240	1669672	COLI-K12-34 // TU0-13341	
PM00653	2466308	COLI-K12-50 // TU00500	REG0-5832
PM0-4525	57241	COLI-K12-1 // TU0-4285	
PM0-44941	1518892	COLI-K12-31	
PM0-10409	1704512	COLI-K12-34 // TU0-13351	
PM0-45882	3842509	COLI-K12-78	
PM0-7183	4539928	COLI-K12-92 // TU0-42544 // TU0-6843	REG0-6132 // REG0-6131 // REG0-6130 // REG0-6129 // REG0-6128 // REG0-6127
PM0-44964	1588298	COLI-K12-32	
PM0-46359	454210	TU0-12927 // COLI-K12-9 // TU0-42605	
PM0-1351	3429047	COLI-K12-70 // TU0-1191	REG0-16328 // REG0-11183 // REG0-11140 // REG0-11125 // REG0-6480 // REG0-6479 // REG0-6478 // REG0-6477 // REG0-6476 // REG0-6475 // REG0-6474
PM0-46092	4588995	COLI-K12-93	
PM0-46061	4496234	COLI-K12-92	
PM0-9861		TU0-13102	
PM0-9687	3350577	COLI-K12-68 // TU0-8517	REG0-10848
PM0-44979	1632985	COLI-K12-33	
PM0-45040	1764924	COLI-K12-36	
PM0-8182	1719777	COLI-K12-35 // TU0-7802	REG0-6090
PM00214	1277777	COLI-K12-26 // TU00156	REG0-5396 // REG0-5395 // REG0-5394 // REG0-5393
PM263	131519	COLI-K12-2 // TU796	REG0-4938 // REG0-4937 // REG0-4936 // REG0-4935 // REG0-4934 // REG0-4933 // REG0-4932 // REG0-4931 // REG0-4930 // REG0-4929 // REG0-4928 // REG0-4927
PM0-44793	1215613	COLI-K12-24	
PM0-45802	3619097	COLI-K12-74	
PM0-10531	174941	COLI-K12-3 // TU0-14806	
PM0-45713	3403425	COLI-K12-69	
PM0-44382	195555	COLI-K12-4	
PM0-45427	2741677	COLI-K12-56	
PM0-44486	476288	COLI-K12-9	
PM0-10288	3664781	COLI-K12-75 // TU0-14719	REG0-12885 // REG0-12884 // REG0-10995 // REG0-10966 // REG0-10931 // REG0-9996 // REG0-9997 // REG0-10734 // REG0-10722
PM0-45221	2168558	COLI-K12-44	
PM0-46537	3908556	TU0-45237 // COLI-K12-79	
PM0-44673	951228	COLI-K12-19	
PM0-46467	1215752	TU0-45166 // COLI-K12-24	REG0-14847 // REG0-14846
PM00650	2059845	COLI-K12-42 // TU00498	
PM0-46171	4223505	COLI-K12-86 // TU0-42471	
PM0-45072	1844886	COLI-K12-37	
PM0-44844	1330689	COLI-K12-27	
PM0-46485	3882733	COLI-K12-79 // TU0-45187	
PM0-45353	2504493	COLI-K12-51	
PM0-3625	3204175	COLI-K12-65 // TU0-3425	REG0-6313
PM0-45076	1854924	COLI-K12-37	
PM0-45301	2373574	COLI-K12-48	
PM00288	3086048	COLI-K12-63 // TU00204	REG0-5945
PM-8768	2638975	COLI-K12-54 // TU-8385	
PM0-44533	579844	COLI-K12-11	
PM0-44485	476399	COLI-K12-9	
PM0-44715	1082154	COLI-K12-22	
PM0-8737	518490	COLI-K12-10 // TU0-8356	
PM0-7542	2668982	COLI-K12-54 // TU0-7202	REG0-6099
PM00348	710723	COLI-K12-14 // TU0-1283	REG0-9275 // REG0-5237 // REG0-5236
PM00488	4128529	COLI-K12-84 // TU0-2707	REG0-6352
PM0-1729	1244556	COLI-K12-25 // TU0-1548	REG0-6417
PM0-46184	3925674	COLI-K12-80 // TU0-14029	
PM0-7261	2578588	COLI-K12-52 // TU0-6921	
PM0-45804	3626848	COLI-K12-74	
PM0-9764	160722	COLI-K12-3 // TU0-14494	
PM0-44783	1209266	COLI-K12-24	
PM0-46129	2622977	COLI-K12-53 // TU0-42452	
PM0-45923	4011050	COLI-K12-82	
PM0-45408	2698707	COLI-K12-55	
PM0-44899	1440856	COLI-K12-29	
PM0-44555	658008	COLI-K12-13	
PM0-45030	1747068	COLI-K12-35	
PM00539	2798578	COLI-K12-57 // TU00395	
PM0-44375	192812	COLI-K12-3	
PM0-46166	1996857	COLI-K12-40 // TU0-42467	
PM0-46342	2194203	COLI-K12-44 // TU0-13518	
PM221	3536707	COLI-K12-72 // TU161	REG0-5115 // REG0-5114 // REG0-5113 // REG0-5112
PM00106	1333788	COLI-K12-27 // TU00077	REG0-10858 // REG0-5366
PM0-45932	4044055	COLI-K12-82	
PM0-3564	4166484	COLI-K12-85 // TU0-3364	REG0-16321
PM0-46576	2165591	COLI-K12-44	
PM0-45901	3916059	COLI-K12-80	
PM0-36184	3910542	COLI-K12-80 // TU0-36418	
PM0-9997	866537	COLI-K12-17 // TU0-13063	
PM0-10247	711939	COLI-K12-14 // TU0-8265	REG0-9621
PM0-46410	1104236	COLI-K12-22 // TU0-42695	REG0-15736
PM0-9846		TU0-13113	
PM0-45924	4018751	COLI-K12-82	
PM0-44697	1029994	COLI-K12-21	
PM00187	3756535	COLI-K12-76 // TU00138	REG0-5908 // REG0-5907 // REG0-5906 // REG0-5905 // REG0-5904 // REG0-5903
PM0-45507	2988431	COLI-K12-61	
PM0-5426	52588	COLI-K12-1 // TU0-5186	
PM0-10233	1601257	COLI-K12-32 // TU0-13299	REG0-10777 // REG0-9588 // REG0-9587
PM0-10445	2698638	COLI-K12-55 // TU0-13667	REG0-10515
PM00669	2518253	COLI-K12-51 // TU00514	REG0-5367
PM0-46356	208326	COLI-K12-4 // TU0-42602	REG0-12321
PM0-45171	2038840	COLI-K12-41 // TU0-13468	REG0-12172 // REG0-12163 // REG0-11642
PM0-45471	2900471	COLI-K12-59	
PM0-45403	2667863	COLI-K12-54	
PM00636	2023836	COLI-K12-41 // TU00486	REG0-5675 // REG0-5674 // REG0-5673 // REG0-5672
PM0-9575	2908702	COLI-K12-59 // TU0-14413	REG0-11517 // REG0-5605
PM336	3648512	COLI-K12-74 // TU00239	REG0-5155
PM69	3734906	COLI-K12-76 // TU68	REG0-5044
PM00078	4207627	COLI-K12-86 // TU00056	REG0-11819 // REG0-4621 // REG0-4620
PM00350	755404	COLI-K12-15 // TU0-6702	REG0-5176
PM00674	3708694	COLI-K12-75 // TU00519	REG0-5656
PM0-44522	566101	COLI-K12-11	
PM0-5561	2460511	COLI-K12-50 // TU0-5321	REG0-6201 // REG0-6200
PM0-44680	964108	COLI-K12-19	
PM0-10451	313285	COLI-K12-6 // TU0-14769	REG0-10574
PM0-44398	245993	COLI-K12-5	
PM0-45784	3604297	COLI-K12-73	
PM0-45451	2796814	COLI-K12-57 // TU0-13708	
PM932	4196859	COLI-K12-85 // TU787	REG0-13123 // REG0-13122 // REG0-13121 // REG0-13120 // REG0-13119
PM0-44518	558166	COLI-K12-11	
PM0-44642	859104	COLI-K12-17	
PM0-46026	4416756	COLI-K12-90	
PM-8776	3201042	COLI-K12-65 // TU-8393	
PM0-10131	3301301	COLI-K12-67 // TU0-14656	REG0-11047 // REG0-11046
PM0-45789	3605698	COLI-K12-73	
PM0-9977	419488	COLI-K12-8 // TU0-12918	
PM0-1303	2716523	COLI-K12-55 // TU0-1143	REG0-11111 // REG0-9336 // REG0-9335 // REG0-9334 // REG0-9014 // REG0-6522 // REG0-6521 // REG0-6520 // REG0-6519 // REG0-6518 // REG0-6517
PM526	2838132	COLI-K12-58 // TU424	REG0-5017 // REG0-5016
PM00672	3318375	COLI-K12-67 // TU0-8476 // TU341	REG0-4846 // REG0-4845 // REG0-4844 // REG0-4843
PM00589	2620909	COLI-K12-53 // TU00439	REG0-6309
PM0-10065	1937544	COLI-K12-39 // TU0-13440	
PM0-44727	1105714	COLI-K12-22	
PM00569	456646	COLI-K12-9 // TU00419	
PM0-45609	3199801	COLI-K12-65	
PM0-44402	260216	COLI-K12-5	
PM0-45398	2656917	COLI-K12-54	
PM0-45826	3700398	COLI-K12-75	
PM0-9799	3471724	COLI-K12-71 // TU0-14519	
PM0-1562	4046652	COLI-K12-82 // TU0-1402	
PM0-10356	4394092	COLI-K12-89 // TU0-8611	
PM0-44586	689222	COLI-K12-14	
PM0-10382	708236	COLI-K12-14 // TU0-13021	REG0-12039 // REG0-12038 // REG0-10901
PM0-46587	454434	TU0-45284 // COLI-K12-9	REG0-15290 // REG0-15289 // REG0-15288
PM0-46043	4458081	COLI-K12-91	
PM0-45400	2659953	COLI-K12-54	
PM0-45736	3478528	COLI-K12-71	
PM0-45661	3287278	COLI-K12-67	
PM0-45421	2741347	COLI-K12-56	
PM0-1123	4455728	COLI-K12-91 // TU0-963	REG0-10900 // REG0-6481
PM0-45869	3799496	COLI-K12-77	
PM0-46165	1996867	COLI-K12-40 // TU0-42466	
PM0-44529	572314	COLI-K12-11	
PM0-46599	105499	COLI-K12-2 // TU0-198687	
PM164	2019584	COLI-K12-41 // TU00276	REG0-4824
PM00083	1122643	COLI-K12-22 // TU00060	REG0-10821 // REG0-4623
PM00543	1822283	COLI-K12-37 // TU00398	REG0-5300 // REG0-5299 // REG0-5298 // REG0-5297
PM0-46428	1460801	COLI-K12-29 // TU0-44205	
PM0-44748	1161823	COLI-K12-23	
PM0-45859	3776424	COLI-K12-77	
PM00644	236913	COLI-K12-4 // TU00489	REG0-5382
PM0-45373	2562080	COLI-K12-52	
PM0-9758		TU0-13589	
PM0-45513	2991879	COLI-K12-61 // TU0-13763	REG0-12121
PM0-45463	2871984	COLI-K12-58	
PM0-46460	4196281	COLI-K12-85 // TU00365	
PM0-9517	3455510	COLI-K12-70 // TU0-14377	REG0-5397
PM0-44547	633557	COLI-K12-12	
PM0-36193	3948021	COLI-K12-80 // TU0-8808	REG0-10932
PM00009	3384677	COLI-K12-69 // TU00007	REG0-4782 // REG0-4781
PM0-8061	1636603	COLI-K12-33 // TU0-7681	REG0-6084 // REG0-6083
PM0-46089	4571720	COLI-K12-93	
PM0-44994	1655679	COLI-K12-33	
PM00114	3600863	COLI-K12-73 // TU00084	REG0-10559 // REG0-5453 // REG0-5452 // REG0-5451 // REG0-5450 // REG0-5449
PM00562	3327760	COLI-K12-68 // TU00277	
PM0-45226	2183820	COLI-K12-44	
PM0-45225	2183801	COLI-K12-44	
PM00257	3597755	COLI-K12-73 // TU00184	REG0-5253
PM0-45777	3586729	COLI-K12-73	
PM0-9586	2814802	COLI-K12-57 // TU0-8515	
PM0-46324	1413556	COLI-K12-28 // TU0-42572	
PM0-45342	2466513	COLI-K12-50	
PM0-8873	3318175	COLI-K12-67 // TU00311	
PM0-45839	3724495	COLI-K12-76	
PM0-46440	407400	COLI-K12-8 // TU0-44218	
PM0-45854	3757928	COLI-K12-76	
PM0-45799	3619044	COLI-K12-74	
PM00210	2850627	COLI-K12-58 // TU0-8344 // TU00154	REG0-10803 // REG0-10486 // REG0-5779 // REG0-5778
PM0-10222	850209	COLI-K12-17 // TU0-14688	
PM-8809	1074134	COLI-K12-21 // TU-8423	
PM0-45677	3326978	COLI-K12-68	
PM0-44575	676590	COLI-K12-13	
PM0-10502	1409129	COLI-K12-28 // TU0-14795	REG0-10655
PM0-46001	4294268	COLI-K12-87	
PM0-45455	2843102	COLI-K12-58	
PM0-44464	392619	COLI-K12-8	
PM0-2262	1173992	COLI-K12-24 // TU0-2082	
PM0-44428	311446	COLI-K12-6	
PM0-9326	454994	COLI-K12-9	
PM00381	1912618	COLI-K12-39 // TU00400	
PM0-9886	657147	COLI-K12-13 // TU0-14576	REG0-11294
PM0-46056	4486122	COLI-K12-91	
PM0-46139	2819373	COLI-K12-57 // TU0-42456	
PM0-45419	2725760	COLI-K12-55	
PM00347	706060	COLI-K12-14 // TU0-6504	
PM0-10017	1121020	COLI-K12-22 // TU0-14621	
PM0-10041	1523227	COLI-K12-31 // TU0-8638	REG0-10757
PM0-44632	845509	COLI-K12-17	
PM0-45836	3717189	COLI-K12-76	
PM0-45155	1989652	COLI-K12-40	
PM0-10343	3822077	COLI-K12-78 // TU00344	REG0-11179
PM0-44549	641922	COLI-K12-13	
PM0-45860	3776597	COLI-K12-77	
PM00343	612687	COLI-K12-12 // TU00270	REG0-9074 // REG0-6530 // REG0-6529 // REG0-6528 // REG0-6527 // REG0-6526 // REG0-6525
PM0-44798	1218940	COLI-K12-24	
PM0-6882	3278703	COLI-K12-67 // TU0-6582	REG0-5894 // REG0-5893
PM0-10318	2089733	COLI-K12-42 // TU0-13493	REG0-11033 // REG0-11032 // REG0-11031 // REG0-10099
PM0-10061	1866765	COLI-K12-38 // TU0-14632	
PM0-45522	3009830	COLI-K12-61	
PM0-36261	4256457	COLI-K12-87 // TU0-36442	REG0-11579
PM0-9832		TU0-14549	
PM0-44461	384830	COLI-K12-7	
PM0-46326	1339309	COLI-K12-27 // TU0-13199	
PM00507	4619567	COLI-K12-94 // TU0-6646	
PM00358	1079179	COLI-K12-22 // TU104	
PM00430	3100790	COLI-K12-63 // TU0-6569	REG0-9349 // REG0-9348
PM0-3	2751759	COLI-K12-56 // TU0-2	REG0-12984 // REG0-12983 // REG0-6589 // REG0-6588
PM0-45685	3354218	COLI-K12-68	
PM0-45765	3557002	COLI-K12-72	
PM0-46500	848950	TU0-45200 // COLI-K12-17	REG0-14941 // REG0-14940 // REG0-14939 // REG0-14938 // REG0-14937 // REG0-14936 // REG0-14935 // REG0-14934
PM00413	2599784	COLI-K12-53 // TU00256	
PM00353	954493	COLI-K12-19 // TU00377	REG0-5193 // REG0-5192 // REG0-5191 // REG0-5190 // REG0-5189 // REG0-5188 // REG0-5187 // REG0-5186 // REG0-5185 // REG0-5184 // REG0-5183 // REG0-5182 // REG0-5181 // REG0-5180 // REG0-5179 // REG0-5178 // REG0-5177
PM0-45260	2258557	COLI-K12-46	
PM0-9713	2290422	COLI-K12-46 // TU0-8819	
PM00340	495075	COLI-K12-10 // TU00401	REG0-10479
PM0-45307	2385784	COLI-K12-48	
PM0-45729	3438673	COLI-K12-70 // TU0-13910	
PM0-44713	1070045	COLI-K12-21	
PM0-9778		TU0-14499	
PM0-9726	1384069	COLI-K12-28 // TU0-14473	REG0-12511
PM0-46020	4375703	COLI-K12-89	
PM0-45106	1908900	COLI-K12-39	
PM0-36233	1024438	COLI-K12-20 // TU0-8809	
PM0-8735	3692673	COLI-K12-75 // TU0-8354	REG0-6561
PM0-46154	3234480	COLI-K12-66 // TU0-13854	REG0-12591 // REG0-12590 // REG0-12589
PM0-44612	785496	COLI-K12-16	
PM0-44930	1506754	COLI-K12-30	
PM0-45232	2192901	COLI-K12-44	
PM0-10127	3221437	COLI-K12-65 // TU0-13850	
PM0-1350	223593	COLI-K12-4 // TU0-1190	REG0-16325
PM0-44745	1153194	COLI-K12-23	
PM0-44746	1153093	COLI-K12-23	
PM0-44358	145053	COLI-K12-2	
PM0-46015	4356413	COLI-K12-89	
PM0-45058	1807579	COLI-K12-36	
PM0-46071	4511639	COLI-K12-92	
PM0-46429	1460771	COLI-K12-29 // TU0-44206	
PM0-46596	1288754	COLI-K12-26 // TU0-13182	
PM0-45757	3532588	COLI-K12-72	
PM0-46477	4370616	COLI-K12-89 // TU0-45180	
PM00667	1992180	COLI-K12-40 // TU00512	
PM0-10457	2691340	COLI-K12-55 // TU0-14775	
PM0-8542	900626	COLI-K12-18 // TU0-8161	REG0-9160 // REG0-6055
PM0-44644	862783	COLI-K12-17	
PM0-9966	222806	COLI-K12-4 // TU0-12838	
PM0-46322	406355	COLI-K12-8 // TU0-42568	
PM00175	4341887	COLI-K12-88 // TU00131	REG0-5709 // REG0-5708 // REG0-5707 // REG0-5706 // REG0-5705 // REG0-5704 // REG0-5703 // REG0-5702
PM0-45897	3899464	COLI-K12-79	
PM0-44818	1269856	COLI-K12-25	
PM0-9566		TU0-14405	
PM0-45669	3299939	COLI-K12-67	
PM0-45758	3532485	COLI-K12-72	
PM0-46548	3710581	TU0-45247 // COLI-K12-75	
PM0-46096	4594844	COLI-K12-94	
PM0-8361	1250944	COLI-K12-25 // TU0-7981	REG0-6071
PM0-46007	4307995	COLI-K12-88	
PM0-9819		TU0-14536	
PM0-46581	2710087	COLI-K12-55 // TU0-45278	REG0-15263 // REG0-15262 // REG0-15261
PM0-46142	2819189	COLI-K12-57 // TU0-42459	
PM0-36192	3634743	COLI-K12-74 // TU0-8586	REG0-12869 // REG0-10930 // REG0-10918
PM0-45756	3529672	COLI-K12-72	
PM0-9765		TU0-14495	
PM683	1348944	COLI-K12-27 // TU583	
PM0-5141	3658242	COLI-K12-74 // TU0-4901	REG0-11894 // REG0-10724 // REG0-10419
PM0-36203	368536	COLI-K12-7 // TU0-36427	REG0-10948
PM0-44886	1423741	COLI-K12-29	
PM0-46499	3039851	COLI-K12-62 // TU0-45199	
PM0-45462	2871911	COLI-K12-58	
PM0-44583	684602	COLI-K12-14	
PM0-44365	155438	COLI-K12-3	
PM0-10052	1717283	COLI-K12-35 // TU0-14629	
PM00051	4214233	COLI-K12-86 // TU00041	REG0-4502 // REG0-4501
PM0-44983	1638197	COLI-K12-33	
PM0-10506	3710581	COLI-K12-75 // TU0-13975	
PM0-4081	63358	COLI-K12-1 // TU0-3841	
PM0-45219	2165591	COLI-K12-44	
PM0-45316	2388573	COLI-K12-48	
PM0-44462	389861	COLI-K12-7	
PM0-9722	693469	COLI-K12-14 // TU0-14471	
