# Generated from the following BioVelo query on EcoCyc, 12:16pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^?associated-binding-site, x^?regulator, Evidence) : x<-ECOLI^^Regulation-of-Transcription-Initiation,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Associated Binding Site", "Regulators", "Evidence")), 2)
Regulation of sodAp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-5524	DNA-binding transcriptional dual regulator Fur DNA-binding-site 42 bases upstream of sodAp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of chiZp by DNA-binding transcriptional dual regulator NagC	REG0-12038	NagC DNA-binding-site 244 bases upstream of chiZp	DNA-binding transcriptional dual regulator NagC	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ompFp2 by DNA-binding transcriptional dual regulator OmpR-phosphorylated	REG0-15032	OmpR-P DNA-binding-site 70.5 bases upstream of ompFp2	DNA-binding transcriptional dual regulator OmpR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of pncBp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5725	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 207.5 bases upstream of pncBp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of exuTp1 by DNA-binding transcriptional dual regulator DpiA-phosphorylated	REG0-10433	DpiA-Pasp DNA-binding-site regulating exuTp1	DNA-binding transcriptional dual regulator DpiA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pqqU by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-14125	ArcA-Pasp54 DNA-binding-site (BS0-9529)	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of rpsTp1 by DksA-ppGpp	REG0-11173		DksA-ppGpp	EV-EXP-IMP,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IDA-PURIFIED-PROTEIN
Regulation of torRp by DNA-binding transcriptional dual regulator TorR	REG0-4847	TorR-Pasp DNA-binding-site 78.5 bases upstream of torCp	DNA-binding transcriptional dual regulator TorR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of grcAp1 by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-11111		[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gltBp by DNA-binding transcriptional dual regulator Nac	REG0-5251		DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of mdtUJI by AcrR-3,6-diaminoacridine	REG0-16235	AcrR-proflavin DNA-binding-site 107.5 bases downstream of mdtJp	AcrR-3,6-diaminoacridine	EV-EXP-IEP-MICROARRAY
Regulation of ybiT by DNA-binding transcriptional dual regulator Lrp	REG0-15597	Lrp DNA-binding-site (BS0-10366)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of icdAp1 by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-5877	ArcA-Pasp54 DNA-binding-site 3 bases upstream of icdAp1	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of aroHp1 by DNA-binding transcriptional repressor TrpR-L-tryptophan	REG0-4789	TrpR-trp DNA-binding-site 37.5 bases upstream of aroHp1	DNA-binding transcriptional repressor TrpR-L-tryptophan	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pntA by DNA-binding transcriptional dual regulator Nac	REG0-14618	Nac DNA-binding-site (BS0-9924)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of yjjQ by DNA-binding transcriptional repressor GlaR	REG0-14319	GlaR DNA-binding-site (BS0-9670)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of cyoAp by DNA-binding transcriptional activator GadE	REG0-5851		DNA-binding transcriptional activator GadE	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fesp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-6529	DNA-binding transcriptional dual regulator Fur DNA-binding-site 9 bases upstream of fesp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of acsp1 by DNA-binding transcriptional dual regulator Fis	REG0-6285	Fis DNA-binding-site 265 bases upstream of acsp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of mgtA by DNA-binding transcriptional activator ZraR-phosphorylated	REG0-16598	ZraR-Pasp56 DNA-binding-site (BS0-10987)	DNA-binding transcriptional activator ZraR-phosphorylated	EV-EXP-IEP-RNA-SEQ
Regulation of greB by DNA-binding transcriptional dual regulator Nac	REG0-13149	Nac DNA-binding-site regulating greB	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of fadM by DNA-binding transcriptional dual regulator PdhR	REG0-16053	PdhR DNA-binding-site (BS0-10597)	DNA-binding transcriptional dual regulator PdhR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsGp by DksA-ppGpp	REG0-14926		DksA-ppGpp	EV-EXP-IMP,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IDA-PURIFIED-PROTEIN
Regulation of csgDp3 by DNA-binding transcriptional dual regulator CpxR-phosphorylated	REG0-15166	CpxR-phosphorylated DNA-binding-site 3 bases downstream of csgDp3	DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gyrBp by DNA-binding transcriptional dual regulator Fis	REG0-6346	Fis DNA-binding-site 62 bases upstream of gyrBp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsGp by DNA-binding transcriptional dual regulator Fis	REG0-14931	Fis DNA-binding-site 71 bases upstream of rrsGp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ydhYp by DNA-binding transcriptional dual regulator NarP-phosphorylated	REG0-9461	NarP-Pasp59 DNA-binding-site 6 bases downstream of ydhYp	DNA-binding transcriptional dual regulator NarP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of glpAp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-4675	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 131.5 bases upstream of glpTQp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of sdhCp by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-5859	ArcA-Pasp54 DNA-binding-site 257 bases downstream of sdhCp	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yehE by DNA-binding transcriptional dual regulator Nac	REG0-13237	Nac DNA-binding-site regulating yehE	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of dusBp by DksA-ppGpp	REG0-11146		DksA-ppGpp	EV-EXP-IMP,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IDA-PURIFIED-PROTEIN
Regulation of ompFp2 by DNA-binding transcriptional dual regulator CpxR-phosphorylated	REG0-15029	CpxR-phosphorylated DNA-binding-site 68.5 bases upstream of ompFp2	DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ppiAp3 by DNA-binding transcriptional repressor CytR	REG0-5341	CytR DNA-binding-site 10.5 bases upstream of ppiAp4	DNA-binding transcriptional repressor CytR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gltB by ArgR-L-arginine DNA-binding transcriptional dual regulator	REG0-13680	ArgR-arg DNA-binding-site (BS0-9160)	ArgR-L-arginine DNA-binding transcriptional dual regulator	EV-EXP-IEP-MICROARRAY
Regulation of rrsCp1 by DksA-ppGpp	REG0-11182		DksA-ppGpp	EV-EXP-IMP,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IDA-PURIFIED-PROTEIN
Regulation of fhuACDB by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16440	DNA-binding transcriptional dual regulator Fur DNA-binding-site regulating fhuACDB (BS0-10871)	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of rrsBp by DNA-binding transcriptional dual regulator Lrp-L-leucine	REG0-15236	Lrp-leu DNA-binding-site 75 bases downstream of rrsBp	DNA-binding transcriptional dual regulator Lrp-L-leucine	EV-EXP-IEP
Regulation of ftnAp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-10603	DNA-binding transcriptional dual regulator Fur DNA-binding-site 77 bases upstream of ftnAp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of gadBp by DNA-binding transcriptional dual regulator GadX	REG0-10956	GadX DNA-binding-site 210.5 bases upstream of gadBp2	DNA-binding transcriptional dual regulator GadX	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pinQ by DNA-binding transcriptional dual regulator Nac	REG0-13162	Nac DNA-binding-site regulating pinQ	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of modA by DNA-binding transcriptional dual regulator Lrp	REG0-15510	Lrp DNA-binding-site (BS0-10279)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of ppx by DNA-binding transcriptional dual regulator Lrp	REG0-14393	Lrp DNA-binding-site (BS0-9740)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-MICROARRAY
Regulation of osmCp1 by DNA-binding transcriptional dual regulator Lrp	REG0-5614	Lrp DNA-binding-site 62 bases upstream of osmCp2	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of sbcD by DNA-binding transcriptional dual regulator Nac	REG0-14642	Nac DNA-binding-site (BS0-9920)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of pagP by DNA-binding transcriptional dual regulator H-NS	REG0-16013	H-NS DNA-binding-site (BS0-10565)	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of iraMp2 by DNA-binding transcriptional dual regulator PhoP-phosphorylated	REG0-10936	PhoP-Pasp51 DNA-binding-site 35 bases upstream of iraMp2	DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gmk by DNA-binding transcriptional dual regulator Nac	REG0-14515	Nac DNA-binding-site regulating ligB	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of cusA by DNA-binding transcriptional dual regulator YieP	REG0-16056	YieP DNA-binding-site (BS0-10600)	DNA-binding transcriptional dual regulator YieP	EV-EXP-IEP-RNA-SEQ
Regulation of yecF by DNA-binding transcriptional dual regulator Nac	REG0-14732	Nac DNA-binding-site (BS0-9965)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of nrfAp by DNA-binding transcriptional dual regulator IHF	REG0-5953	IHF DNA-binding-site 153 bases upstream of acsp	DNA-binding transcriptional dual regulator IHF	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of psiEp by DNA-binding transcriptional dual regulator PhoB-phosphorylated	REG0-5420	PhoB-Pasp53 DNA-binding-site 53 bases upstream of psiEp	DNA-binding transcriptional dual regulator PhoB-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hdeAp2 by DNA-binding transcriptional dual regulator Lrp-L-leucine	REG0-15108	Lrp-leu DNA-binding-site 159 bases upstream of hdeAp2	DNA-binding transcriptional dual regulator Lrp-L-leucine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yqeF by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-13304	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site regulating yqeF	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ
Regulation of yobF by DNA-binding transcriptional dual regulator Nac	REG0-14812	Nac DNA-binding-site (BS0-10055)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of xylFp by DNA-binding transcriptional dual regulator XylR-alpha-D-xylopyranose	REG0-5047	XylR-xylose DNA-binding-site 40.5 bases upstream of xylFp	DNA-binding transcriptional dual regulator XylR-alpha-D-xylopyranose	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ynfD by ppGpp	REG0-13066		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of rybBp by RNA polymerase-binding transcription factor DksA	REG0-12639		RNA polymerase-binding transcription factor DksA	EV-EXP-IDA-BINDING-OF-PURIFIED-PROTEINS,EV-EXP-IEP
Regulation of ydfK by DNA-binding transcriptional repressor GlaR	REG0-14297	GlaR DNA-binding-site (BS0-9655)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of ahpC by DNA-binding transcriptional dual regulator Nac	REG0-14427	Nac DNA-binding-site (BS0-9773)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of asnCp by DNA-binding transcriptional dual regulator AsnC	REG0-9603	AsnC DNA-binding-site 12.5 bases downstream of asnCp	DNA-binding transcriptional dual regulator AsnC	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fliC by DNA-binding transcriptional dual regulator Nac	REG0-14502	Nac DNA-binding-site (BS0-9831)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of citCp1 by DNA-binding transcriptional dual regulator DpiA-phosphorylated	REG0-11375	DpiA-Pasp DNA-binding-site 146 bases downstream of dpiBp1	DNA-binding transcriptional dual regulator DpiA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ydhYp by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-9463	NarL-Pasp59 DNA-binding-site 6 bases downstream of ydhYp	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nirBp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-4544	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 296.5 bases upstream of nirBp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of marRp by DNA-binding transcriptional dual regulator CpxR-phosphorylated	REG0-12140	CpxR-phosphorylated DNA-binding-site 29 bases upstream of marRp	DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of caiFp by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-5159		DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of napFp2 by FlhDC DNA-binding transcriptional dual regulator	REG0-5058		FlhDC DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of glvC by DNA-binding transcriptional dual regulator H-NS	REG0-16006	H-NS DNA-binding-site (BS0-10558)	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ynfD by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16575	DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10967)	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ
Regulation of idlPp by DnaA-ATP	REG0-16077	DnaA-ATP DNA-binding-site 61 bases downstream of idlPp	DnaA-ATP	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of argO by DNA-binding transcriptional dual regulator Nac	REG0-14437	Nac DNA-binding-site (BS0-9783)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of trhO by DNA-binding transcriptional dual regulator Lrp	REG0-15600	Lrp DNA-binding-site (BS0-10369)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of nupCp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5818	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 89.5 bases upstream of nupCp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of galEp1 by DNA-binding transcriptional dual regulator GalS	REG0-4885	GalS DNA-binding-site 52.5 bases downstream of galEp	DNA-binding transcriptional dual regulator GalS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yedL by DNA-binding transcriptional dual regulator Nac	REG0-13235	Nac DNA-binding-site regulating yedL	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of fnrSp by DNA-binding transcriptional dual regulator FNR	REG0-10655	Fnr DNA-binding-site 42.5 bases upstream of fnrSp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of tyrTp by DNA-binding transcriptional dual regulator Fis	REG0-5621	Fis DNA-binding-site 129 bases upstream of tyrTp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of acrZp by DNA-binding transcriptional dual regulator MarA	REG0-11631	MarA DNA-binding-site 40.5 bases upstream of acrZp	DNA-binding transcriptional dual regulator MarA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hlyEp by DksA-ppGpp	REG0-15751		DksA-ppGpp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of dpsp by DNA-binding transcriptional dual regulator OxyR	REG0-12888	OxyR DNA-binding-site 17 bases upstream of dpsp2	DNA-binding transcriptional dual regulator OxyR	EV-EXP-IEP-RNA-SEQ
Regulation of glpFp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5756	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 37.5 bases upstream of glpFp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yegL by DNA-binding transcriptional dual regulator Nac	REG0-14735	Nac DNA-binding-site (BS0-9949)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of raiA by DNA-binding transcriptional dual regulator Cra	REG0-16559	Cra DNA-binding-site (BS0-10950)	DNA-binding transcriptional dual regulator Cra	EV-EXP-IEP-RNA-SEQ
Regulation of adiCp7 by DNA-binding transcriptional dual regulator PhoB-phosphorylated	REG0-11749		DNA-binding transcriptional dual regulator PhoB-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of garPp by DNA-binding transcriptional dual regulator H-NS	REG0-9114		DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of sdhC by DNA-binding transcriptional dual regulator Nac	REG0-14645	Nac DNA-binding-site (BS0-9840)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of dadAp1 by DNA-binding transcriptional dual regulator Lrp	REG0-11413	Lrp DNA-binding-site 149 bases upstream of dadAp3	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-MICROARRAY
Regulation of dhaKp by DNA-binding transcriptional dual regulator DhaR	REG0-6071		DNA-binding transcriptional dual regulator DhaR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ybfA by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-14112	ArcA-Pasp54 DNA-binding-site (BS0-9481)	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of enop2 by DNA-binding transcriptional dual regulator Cra	REG0-11517	Cra DNA-binding-site 164.5 bases downstream of enop3	DNA-binding transcriptional dual regulator Cra	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of sgrSp by DNA-binding transcriptional dual regulator SgrR	REG0-5823	SgrR DNA-binding-site 53.5 bases upstream of sgrSp2	DNA-binding transcriptional dual regulator SgrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of glnAp1 by DNA-binding transcriptional dual regulator NtrC-phosphorylated	REG0-4668	NtrC-Pasp DNA-binding-site 45 bases upstream of glnAp2	DNA-binding transcriptional dual regulator NtrC-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-NORTHERN
Regulation of ahpCp2 by DNA-binding transcriptional dual regulator OxyR	REG0-10460	OxyR DNA-binding-site 76 bases upstream of ahpCp2	DNA-binding transcriptional dual regulator OxyR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yfdC by DNA-binding transcriptional repressor GlaR	REG0-13342	GlaR DNA-binding-site regulating yfdC	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of purAp by DNA-binding transcriptional repressor PurR-hypoxanthine	REG0-6208	PurR-hypoxanthine DNA-binding-site 90.5 bases upstream of purAp	DNA-binding transcriptional repressor PurR-hypoxanthine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
