,0,no change (without binary_idx),add diversity,remove efficiency and add diversity,kinetic,is_new
RXN0-7422-CPD-14932/L-methionyl-tRNAfmet//DIHYDROFOLATE/N-formyl-L-methionyl-tRNAfmet/PROTON.83.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7423,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7424,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7425,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7427-NADH/OXYGEN-MOLECULE//SUPER-OXIDE/NAD/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7427-NADPH/OXYGEN-MOLECULE//SUPER-OXIDE/NADP/PROTON.47.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7428,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7428 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7429,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-743,4.445070932855703,4.4450707770033215,4.445070773963835,4.445070777006654,3.301897738866589,Old Reactions
RXN0-7430,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7431,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7432,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7433,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7434,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7435,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7436,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7437,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7438,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7439,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7440,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7441,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7442,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7443,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7444,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-745,2.975856749568285,2.975856749568285,2.9742894684345584,2.974289468704372,False,Old Reactions
RXN0-7450,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7453-an-oxidized-SoxR-protein/NADH//a-reduced-SoxR-protein/NAD/PROTON.65.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7453-an-oxidized-SoxR-protein/NADPH//a-reduced-SoxR-protein/NADP/PROTON.67.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7454,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-746,2.91411833435077,2.9430314842188117,2.996207340520926,2.907688135322326,False,Old Reactions
RXN0-747 (reverse),0.20074109023512576,0.20210671139023612,4.3427276862761276e-05,4.342727686266486e-05,False,Old Reactions
RXN0-748 (reverse),2.252410261701017,2.087171765406664,0.6007115893568536,2.271324790432636,False,Old Reactions
RXN0-801,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-901,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-901 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-947,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-949,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-961,-4.0,-4.0,-4.0,-4.0,2.9052561027651747,Old Reactions
RXN0-962,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-963,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-984,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-986,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN185E-10,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN1ZN3-10,-4.0,-4.0,4.342727686266486e-05,0.2558993667304595,False,Old Reactions
RXN1ZN3-9,-4.0,-4.0,4.342727686266486e-05,0.2558993667304595,False,Old Reactions
RXN2PN3-45 (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN3O-470-ACETALD//CPD-255.17.,-4.0,-4.000000007899771,4.342727686266486e-05,8.999999404919565,False,Old Reactions
RXN3O-470-ACETALD//CPD-255.17. (reverse),2.0892782866115405,4.004361842873738,1.110172048167191,9.000000000000043,False,Old Reactions
RXN3O-9786,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN66-448 (reverse),-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN66-526,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN66-526-ALPHA-GLC-6-P/WATER//GLC/Pi.28.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN66-526-ALPHA-GLC-6-P/WATER//Glucopyranose/Pi.38.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN66-526-D-glucopyranose-6-phosphate/WATER//ALPHA-GLUCOSE/Pi.52.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN66-526-D-glucopyranose-6-phosphate/WATER//GLC/Pi.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN66-526-GLC-6-P/WATER//ALPHA-GLUCOSE/Pi.32.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN66-526-GLC-6-P/WATER//Glucopyranose/Pi.32.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXNMETA-12671,-4.0,-4.0,-4.000000000493736,-4.0,False,Old Reactions
RXNMETA-12672,-4.0,-4.0,-4.000000000493736,-4.0,False,Old Reactions
S-ADENMETSYN-RXN,2.7528203444248067,2.752799243222015,2.7527992431313217,2.752799243222015,3.1708482329479293,Old Reactions
S-FORMYLGLUTATHIONE-HYDROLASE-RXN__CPLX0-3954,-4.0,-4.0,-4.0,-4.0,2.977723651004054,Old Reactions
S-FORMYLGLUTATHIONE-HYDROLASE-RXN__G6208-MONOMER,-4.0,-4.0,-4.0,-4.0,3.3816565006212715,Old Reactions
SAICARSYN-RXN,4.445070932855703,4.4450707770033215,4.445070773963835,4.445070777006654,False,Old Reactions
SAMDECARB-RXN,2.623272658948445,2.623272658948445,2.623272658948445,2.623272658948445,False,Old Reactions
SEDOBISALDOL-RXN,-4.0,-4.0,0.3010517098452264,9.000000000000043,False,Old Reactions
SEDOBISALDOL-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,8.999910694558297,False,Old Reactions
SELENOCYSTEINE-LYASE-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
SERINE-O-ACETTRAN-RXN__CPLX0-237,-4.0,2.879208265546301,3.05136000718266,4.342727686266486e-05,-4.0,Old Reactions
SERINE-O-ACETTRAN-RXN__CYSSYNMULTI-CPLX,3.9796232590078544,3.943709224875755,3.925105731970007,3.979572847464787,3.925105731970007,Old Reactions
SHIKIMATE-5-DEHYDROGENASE-RXN (reverse),4.16798090222052,4.167980091004518,4.168009588727511,8.99990027669233,False,Old Reactions
SHIKIMATE-KINASE-RXN,4.167925146030303,4.167923302118669,4.16792330205169,4.167923302118669,False,Old Reactions
SIROHEME-FERROCHELAT-RXN,1.1427053723964966,1.1427053723964966,1.1427053723964966,1.1427053723964966,False,Old Reactions
SORB6PDEHYDROG-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
SORB6PDEHYDROG-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
SORB6PDEHYDROG-RXN-D-SORBITOL-6-P/NAD//CPD-18720/NADH/PROTON.42.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
SORB6PDEHYDROG-RXN-D-SORBITOL-6-P/NAD//CPD-18720/NADH/PROTON.42. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
SORB6PDEHYDROG-RXN-D-SORBITOL-6-P/NAD//FRUCTOSE-6P/NADH/PROTON.44.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
SORB6PDEHYDROG-RXN-D-SORBITOL-6-P/NAD//FRUCTOSE-6P/NADH/PROTON.44. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
SORBITOL-6-PHOSPHATASE-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
SPERMACTRAN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
SPERMIDINESYN-RXN,2.623272658948445,2.623272658948445,2.623272658948445,2.623272658948445,1.6627587757989868,Old Reactions
SPONTPRO-RXN,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
SPONTPRO-RXN (reverse),3.885272293656558,3.885272293656558,3.885328850319108,3.885328850314615,False,Old Reactions
SUCCARGDIHYDRO-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
SUCCCOASYN-RXN,-4.0,-4.0,4.342728002225714e-05,4.760430023946489,4.760430023946489,Old Reactions
SUCCCOASYN-RXN (reverse),5.070611514374019,5.07426102401533,5.074253840401153,4.342727686266486e-05,False,Old Reactions
SUCCDIAMINOPIMDESUCC-RXN,4.135087472855903,4.1350871546582315,4.135087154640267,4.1350871546582315,False,Old Reactions
SUCCGLUALDDEHYD-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
SUCCGLUDESUCC-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN-SUC/UBIQUINONE-8//FUM/CPD-9956.31.,5.211419690340209,5.211419106923621,5.211435121034367,5.2468500632285835,4.219060335071412,Old Reactions
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
SUCCINYLDIAMINOPIMTRANS-RXN (reverse),4.135087472855903,4.1350871546582315,4.135087154640267,4.1350871546582315,False,Old Reactions
SUCCORNTRANSAM-RXN,-4.0,-4.0,4.3427276861122084e-05,1.3802130512681774,1.3802130512681774,Old Reactions
SUCCORNTRANSAM-RXN (reverse),-4.0,-4.0,4.3427276861122084e-05,1.3802130512681774,False,Old Reactions
SUCCSEMIALDDEHYDROG-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
SULFATE-ADENYLYLTRANS-RXN,3.97967878458992,3.97967332337204,3.9796733233041257,3.9796733233722237,False,Old Reactions
SULFITE-REDUCT-RXN (reverse),3.9796232590078544,3.979618366044501,3.97961836597963,3.979618366044684,False,Old Reactions
SULFOCYS-RXN,-4.0,-4.0,0.6020708485542952,9.000000000000043,False,Old Reactions
SULFOCYS-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,8.99999999869716,False,Old Reactions
SUPEROX-DISMUT-RXN[CCO-CYTOSOL]-SUPER-OXIDE/PROTON//HYDROGEN-PEROXIDE/OXYGEN-MOLECULE.67.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
SUPEROX-DISMUT-RXN[CCO-PERI-BAC]-SUPER-OXIDE/PROTON//HYDROGEN-PEROXIDE/OXYGEN-MOLECULE.68.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TAGAALDOL-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TAGAKIN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TARTRATE-DEHYDROGENASE-RXN,-4.0,-4.0,4.342727686266486e-05,1.1139466930207718,1.1139466930207718,Old Reactions
TARTRATE-DEHYDROGENASE-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,1.1139466930207718,False,Old Reactions
TDCEACT1-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
TDPFUCACTRANS-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
TETHYDPICSUCC-RXN,4.135087472855903,4.1350871546582315,4.135087154640267,4.1350871546582315,False,Old Reactions
TETRAACYLDISACC4KIN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THI-P-KIN-RXN,1.1019222681823189,1.1019222681823189,1.1019222681823189,1.1019222681823189,False,Old Reactions
THI-P-SYN-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THIAZOLSYN2-RXN,1.1019222681823189,1.1019222681823189,1.066143222304939,4.343555954399554e-05,False,Old Reactions
THIAZOLSYN3-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
THIKIN-RXN,-4.0,-4.0,-4.0,-4.0,False,New Reactions
THIOESTER-RXN-BUTYRYL-COA/WATER//BUTYRIC_ACID/CO-A/PROTON.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THIOESTER-RXN-CPD-196/WATER//CPD-195/CO-A/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THIOESTER-RXN-HEXANOYL-COA/WATER//HEXANOATE/CO-A/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THIOESTER-RXN-LAUROYLCOA-CPD/WATER//DODECANOATE/CO-A/PROTON.46.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THIOESTER-RXN-PROPIONYL-COA/WATER//PROPIONATE/CO-A/PROTON.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THIOESTER-RXN-STEAROYL-COA/WATER//STEARIC_ACID/CO-A/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THIOESTER-RXN-TETRADECANOYL-COA/WATER//CPD-7836/CO-A/PROTON.46.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THIOREDOXIN-REDUCT-NADPH-RXN (reverse),3.8662440611077047,3.3973601660885087,0.7781584885646906,3.9797093888945168,False,Old Reactions
THIOREDOXIN-REDUCT-NADPH-RXN-Red-thioredoxins-1/NADP//Ox-thioredoxins-1/NADPH/PROTON.56. (reverse),2.8286180759582056,3.370414194739971,0.7781584885646906,0.7781584885646906,False,Old Reactions
THIOREDOXIN-REDUCT-NADPH-RXN-Reduced-CcmG-Proteins/NADP//Oxidized-CcmG-Proteins/NADPH/PROTON.64. (reverse),2.9434859090736825,3.3714262354022995,0.7781584885646906,0.7781584885646906,False,Old Reactions
THIOREDOXIN-REDUCT-NADPH-RXN-Reduced-CcmH-Proteins/NADP//Oxidized-CcmH-Proteins/NADPH/PROTON.64. (reverse),2.8064920788276435,3.370414620027217,3.979709388829476,0.7781584885646906,False,Old Reactions
THIOREDOXIN-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,New Reactions
THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN (reverse),-4.0,-4.0,0.9542473349067602,9.000000000000043,False,New Reactions
THIOSULFATE-SULFURTRANSFERASE-RXN[CCO-CYTOSOL]-S2O3/HCN//HSCN/SO3/PROTON.39.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
THIOSULFATE-SULFURTRANSFERASE-RXN[CCO-CYTOSOL]-S2O3/HCN//HSCN/SO3/PROTON.39.__CPLX0-242,-4.0,-4.0,-4.0,-4.0,4.4305265402922425,New Reactions
THIOSULFATE-SULFURTRANSFERASE-RXN[CCO-PERI-BAC]-S2O3/HCN//HSCN/SO3/PROTON.40.,-4.0,-4.0,-4.0,-4.0,4.815145896101088,New Reactions
THREDEHYD-RXN,-0.13810730960855402,-0.13810730960855402,-4.0,-0.13810730960855402,False,Old Reactions
THREODEHYD-RXN,-4.0,-4.0,4.342727686266486e-05,8.999994901419127,False,Old Reactions
THREODEHYD-RXN__THREODEHYD-CPLX,-4.0,-4.0,4.342727686266486e-05,2.227886961592581,2.227886961592581,Old Reactions
THREONINE-ALDOLASE-RXN,-4.0,-4.0,4.342727686266486e-05,0.3010517098452264,0.3010517098452264,Old Reactions
THREONINE-ALDOLASE-RXN (reverse),4.063289443065543,4.063290100015954,4.063402705430097,9.000000000000043,False,Old Reactions
THREOSPON-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THRESYN-RXN,-4.0,-4.0,-4.0,-4.0,4.0732783393044825,Old Reactions
THTOREDUCT-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THYKI-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THYM-PHOSPH-RXN,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
THYM-PHOSPH-RXN (reverse),-4.0,-4.0,0.3010517098452264,4.437274798996877,False,Old Reactions
THYM-PHOSPH-RXN__DEOA-CPLX,-4.0,-4.0,4.342727686266486e-05,4.437258931170269,4.437258931170269,Old Reactions
THYMIDYLATE-5-PHOSPHATASE-RXN,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
THYMIDYLATESYN-RXN-METHYLENE-THF/DUMP//TMP/DIHYDROFOLATE.38.,3.210978317245587,3.2109736415483625,3.2109736415081747,3.2109736415483625,False,Old Reactions
TORT-RXN,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
TORT-RXN (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
TRANS-RXN-1,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,New Reactions
TRANS-RXN-1 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,New Reactions
TRANS-RXN-10,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-ARABINOSE/PROTON//ARABINOSE/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-ARABINOSE/PROTON//BETA-L-ARABINOSE/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-ARABINOSE/PROTON//CPD-12045/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-ARABINOSE/PROTON//CPD-12046/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-ARABINOSE/PROTON//CPD-15699/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-ARABINOSE/PROTON//L-ARABINOSE/PROTON.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-BETA-L-ARABINOSE/PROTON//ARABINOSE/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-BETA-L-ARABINOSE/PROTON//BETA-L-ARABINOSE/PROTON.49.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-BETA-L-ARABINOSE/PROTON//CPD-12045/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-BETA-L-ARABINOSE/PROTON//CPD-12046/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-BETA-L-ARABINOSE/PROTON//CPD-15699/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-BETA-L-ARABINOSE/PROTON//L-ARABINOSE/PROTON.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12045/PROTON//ARABINOSE/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12045/PROTON//BETA-L-ARABINOSE/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12045/PROTON//CPD-12045/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12045/PROTON//CPD-12046/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12045/PROTON//CPD-15699/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12045/PROTON//L-ARABINOSE/PROTON.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12046/PROTON//ARABINOSE/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12046/PROTON//BETA-L-ARABINOSE/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12046/PROTON//CPD-12045/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12046/PROTON//CPD-12046/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12046/PROTON//CPD-15699/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-12046/PROTON//L-ARABINOSE/PROTON.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-15699/PROTON//ARABINOSE/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-15699/PROTON//BETA-L-ARABINOSE/PROTON.42.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-15699/PROTON//CPD-12045/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-15699/PROTON//CPD-12046/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-15699/PROTON//CPD-15699/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-CPD-15699/PROTON//L-ARABINOSE/PROTON.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-L-ARABINOSE/PROTON//ARABINOSE/PROTON.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-L-ARABINOSE/PROTON//BETA-L-ARABINOSE/PROTON.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-L-ARABINOSE/PROTON//CPD-12045/PROTON.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-L-ARABINOSE/PROTON//CPD-12046/PROTON.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-L-ARABINOSE/PROTON//CPD-15699/PROTON.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-10-L-ARABINOSE/PROTON//L-ARABINOSE/PROTON.39.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-100,-4.0,-4.0,-4.0,-4.0,False,New Reactions
TRANS-RXN-101,-4.0,-4.0,0.3010517098452264,4.1205096080879065,False,Old Reactions
TRANS-RXN-104,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-105,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-106,-4.0,-4.0,-4.0,-4.0,False,New Reactions
TRANS-RXN-106A,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-106B,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-2-THIOURIDINE/PROTON//2-THIOURIDINE/PROTON.43.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-5-METHYLAMINOMETHYL-2-SELENOURIDINE/PROTON//5-METHYLAMINOMETHYL-2-SELENOURIDINE/PROTON.87.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-5-METHYLAMINOMETHYL-2-THIOURIDINE/PROTON//5-METHYLAMINOMETHYL-2-THIOURIDINE/PROTON.83.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-5-METHYLTHIOADENOSINE/PROTON//5-METHYLTHIOADENOSINE/PROTON.59.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-ADENOSINE/PROTON//ADENOSINE/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-ADENOSINE5TRIPHOSPHO5ADENOSINE/PROTON//ADENOSINE5TRIPHOSPHO5ADENOSINE/PROTON.77.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-ADENOSYL-P4/PROTON//ADENOSYL-P4/PROTON.39.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CH33ADO/PROTON//CH33ADO/PROTON.31.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-11592/PROTON//CPD-11592/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-11648/PROTON//CPD-11648/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-13918/PROTON//CPD-13918/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-15360/PROTON//CPD-15360/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-15544/PROTON//CPD-15544/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-16020/PROTON//CPD-16020/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-19513/PROTON//CPD-19513/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-444/PROTON//CPD-444/PROTON.31.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-497/PROTON//CPD-497/PROTON.31.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD-609/PROTON//CPD-609/PROTON.31.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1040/PROTON//CPD0-1040/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1042/PROTON//CPD0-1042/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1043/PROTON//CPD0-1043/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1137/PROTON//CPD0-1137/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1311/PROTON//CPD0-1311/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1312/PROTON//CPD0-1312/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1319/PROTON//CPD0-1319/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1320/PROTON//CPD0-1320/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1321/PROTON//CPD0-1321/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-1322/PROTON//CPD0-1322/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CPD0-2633/PROTON//CPD0-2633/PROTON.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-CYTIDINE/PROTON//CYTIDINE/PROTON.33.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
TRANS-RXN-108-DEOXYADENOSINE/PROTON//DEOXYADENOSINE/PROTON.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
