# Generated by /Users/albertzhang/devViv/vivarium-ecoli/reconstruction/ecoli/scripts/tf_binding_sites/convert_to_flat.py on Wed Aug 14 12:56:11 2024
"binding_site_id"	"coordinates"	"binding_TFs"	"regulated_TUs_or_genes"
"BS0-7577"	4603208	["PD00288"]	["TU0-14571", "TU0-14213"]
"BS00277"	4414194	["PD00230"]	["TU00095", "TU0-45191"]
"BS0-9012"	2718678	["PHOSPHO-ARCA"]	["TU0-8742"]
"BS527"	1298481	["CPLX0-7705"]	["TU00198", "TU0-45181"]
"BS00737"	432122	["CPLX0-7740"]	["TU00450"]
"BS0-3471"	4277421	["PD00406"]	["TU00211"]
"BS0-8413"	2568178	["EG10442-MONOMER"]	["TU0-13634"]
"BS0-8466"	2804894	["PC00027"]	["TU702"]
"BS0-2546"	3941415	["CPLX0-7705"]	["TU0-45209", "TU0-1183"]
"BS0-8199"	1237259	["PD00353"]	["TU461", "TU462", "TU00255"]
"BS0-8567"	1978426	["EG12116-MONOMER"]	["TU00136"]
"BS00337"	1978466	["CPLX0-226"]	["TU00136"]
"BS00218"	2982252	["CPLX-172"]	["TU0-42571", "TU00076"]
"BS0-8379"		["PHOSPHO-ARCA"]	["TU0-14736"]
"BS0-8307"	1215718	["CPLX0-8597"]	["TU0-42501"]
"BS0-8535"	3719784	["PD00288"]	["TU0-1581"]
"BS0-8386"		["PD00353"]	["TU0-36424", "TU0-13794"]
"BS00371"	4299536	["MONOMER0-183"]	["TU00152"]
"BS0-7724"	3801179	["PD00365"]	["TU0-14744"]
"BS0-2747"	4287450	["CPLX0-7705"]	["TU0-3723", "TU0-45241"]
"BS00555"	4097564	["CPLX0-226"]	["TU00219"]
"BS0-7623"	1726000	["PD01352"]	["TU0-14687", "TU0-42534"]
"BS0-2544"	4035106	["CPLX0-7705"]	["TU0-45165", "TU0-1181"]
"BS0-7235"	3354424	["PC00027"]	["TU00182", "TU0-45182"]
"BS0-2553"	3429173	["CPLX0-7705"]	["TU0-45227", "TU0-1191"]
"BS0-7011"	1074132	["PHOSPHO-PHOP"]	["TU0-3645"]
"BS0-8242"		["EG11356-MONOMER"]	["TU0-45234", "TU0-1981"]
"BS0-10776"		["MONOMER0-46"]	["TU0-14487"]
"BS0-7810"	1988050	["CPLX0-226"]	["TU0-14767"]
"BS0-6401"	546505	["MONOMER0-2221"]	["TU0-7622"]
"BS00771"	3915269	["PD00266"]	["TU00488", "TU00280"]
"BS360"	4640590	["CPLX0-7797"]	["TU346", "TU344"]
"BS0-6924"	1277772	["PHOSPHO-NARL"]	["TU00045"]
"BS00682"	4118198	["CPLX0-226"]	["TU00173"]
"BS0-5446"	3281910	["G7630-MONOMER"]	["TU0-6583"]
"BS822"	2231726	["CPLX0-226"]	["TU841"]
"BS0-7325"	2838098	["PC00061"]	["TU0-14406", "TU0-14407"]
"BS0-2572"	3581028	["CPLX0-7639"]	["TU0-3401"]
"BS0-5781"	1556382	["PHOSPHO-RCSB"]	["TU0-7141"]
"BS0-8399"		["G6175-MONOMER"]	["TU0-12885"]
"BS0-3721"	1157672	["CPLX0-226"]	["TU0-1141"]
"BS0-8847"	2892077	["G7072-MONOMER"]	["EG10191", "TU0-13727"]
"BS0-8739"	4074605	["CPLX0-226"]	["TU0-42682"]
"BS0-8969"	1631381	["EG12386-MONOMER"]	["TU0-13313"]
"BS0-8789"	813381	["MONOMER0-160"]	["TU00070"]
"BS44"	329367	["PHOSPHO-ARCA"]	["TU00115"]
"BS0-1182"	710891	["PD00214"]	["TU0-1281"]
"BS0-8950"	3877712	["EG12386-MONOMER"]	["TU0-14020"]
"BS0-3402"		["G7821-MONOMER"]	["TU0-4502"]
"BS00614"	2477704	["CPLX0-226"]	["TU00148"]
"BS00443"		["PD00353"]	["TU00184"]
"BS0-6041"	4551358	["PD03270"]	["TU101"]
"BS00094"	2352532	["PD03576"]	["TU00216", "TU00030"]
"BS0-8894"	2385822	["G7072-MONOMER"]	["TU0-13575", "TU0-8731"]
"BS0-8811"		["CPLX0-8563"]	["TU0-42483"]
"BS0-10647"		["PD00288"]	["TU0-1762"]
"BS0-8371"	1015544	["CPLX0-226"]	["TU0-42483"]
"BS00511"	3267270	["PD00268"]	["TU00125"]
"BS0-4781"	4262729	["EG12344-MONOMER"]	["TU0-5741"]
"BS00245"	260271	["PHOSPHO-PHOB"]	["TU00086"]
"BS0-7300"	4404574	["CPLX-123"]	["TU00094"]
"BS0-8381"		["PD00288"]	["TU0-45172", "TU0-14689", "TU0-45173", "TU0-36423"]
"BS0-8128"		["PD00288"]	["TU00181"]
"BS0-5321"	3730888	["CPLX0-226"]	["TU00374", "TU67"]
"BS0-8137"	3039192	["CPLX0-7748"]	["TU0-4141"]
"BS-7064"	4215280	["CPLX0-7605"]	["TU00001"]
"BS0-7801"	4124531	["CPLX0-7740"]	["TU0-5961"]
"BS0-7195"		["CPLX0-7797"]	["TU0-8812"]
"BS304"	42264	["CPLX0-8062"]	["TU142", "TU00247"]
"BS0-4181"		["PHOSPHO-NARL"]	["TU00152"]
"BS0-7040"		["PHOSPHO-ARCA"]	["TU00169"]
"BS0-8499"		["MONOMER0-1"]	["TU00130"]
"BS0-7954"	3216746	["G7594-MONOMER"]	["TU0-8658"]
"BS0-7759"	348490	["EG10087-MONOMER"]	["TU0-7221"]
"BS00417"	1795668	["PC00027"]	["TU00174"]
"BS0-7703"	1400367	["PHOSPHO-NARL"]	["TU0-14739"]
"BS00027"	406235	["MONOMER0-162"]	["TU00011"]
"BS0-8096"		["CPLX0-7797"]	["TU0-8343"]
"BS0-8090"	855850	["CPLX0-226"]	["TU0-8503", "TU0-8334"]
"BS-7076"	2710120	["CPLX0-7748"]	["TU281"]
"BS0-8484"	819859	["G7947-MONOMER"]	["TU0-13047"]
"BS0-7871"	585724	["PHOSPHO-PHOP"]	["TU0-7823"]
"BS0-10810"		["CPLX0-7639"]	["TU0-198701"]
"BS0-8882"	1212950	["G7072-MONOMER"]	["TU0-13157"]
"BS-7077"	4635373	["PD00365"]	["TU0-7804"]
"BS00786"	3110290	["CPLX0-7705"]	["TU00501"]
"BS0-8083"	1067924	["PD01379"]	["TU0-13114"]
"BS0-7658"	3653876	["EG12242-MONOMER"]	["TU00096"]
"BS0-3141"	866360	["CPLX0-7797"]	["TU00302"]
"BS0-2550"	787630	["CPLX0-7639"]	["TU0-45252", "TU0-3382"]
"BS501"	3950521	["PD00353"]	["TU0-42517", "TU525"]
"BS0-2242"	2810737	["CPLX0-7418"]	["TU00459"]
"BS0-7821"	3730855	["CPLX-172"]	["TU67"]
"BS464"	4200082	["CPLX0-7705"]	["TU486"]
"BS0-8802"		["PHOSPHO-ARCA"]	["TU787"]
"BS-7104"	3409994	["CPLX0-226"]	["TU00021"]
"BS0-5961"	2240626	["PD03028"]	["TU00168", "TU0-45256"]
"BS0-7339"	3669347	["PD00214"]	["TU0-13965"]
"BS0-8138"	3867400	["CPLX0-7748"]	["TU0-6003"]
"BS00152"	2344718	["MONOMER0-160"]	["TU00047"]
"BS0-7645"	3178022	["PD00406"]	["TU0-14704", "TU0-13838"]
"BS0-4126"	4494526	["CPLX0-226"]	["TU0-4682", "TU0-4681"]
"BS0-7476"	710717	["CPLX0-7639"]	["TU0-1283", "TU00121"]
"BS00142"	1279766	["CPLX0-7797"]	["TU00044"]
"BS0-7252"	1330970	["CPLX0-7705"]	["TU0-2501"]
"BS00485"	3911600	["PHOSPHO-PHOB"]	["TU00202", "TU0-14692", "TU0-45214", "TU0-14693", "TU0-45216", "TU0-45215"]
"BS0-6926"	1277842	["PHOSPHO-NARL"]	["TU00045"]
"BS0-7776"	1764424	["CPLX0-7756"]	["TU0-2621"]
"BS747"	1165934	["PC00027"]	["TU00158"]
"BS0-7855"	2071318	["PD00214"]	["TU0-2701"]
"BS0-7246"	1330823	["CPLX0-7705"]	["TU0-2501", "TU0-2504"]
"BS0-7890"	1523186	["PD00365"]	["TU0-8638"]
"BS0-4063"	1788288	["CPLX-125"]	["TU00010"]
"BS114"	1279736	["PHOSPHO-NARL"]	["TU00044"]
"BS00575"	954594	["PHOSPHO-NARL"]	["TU00377", "TU00379"]
"BS0-7977"	4635478	["PD00266"]	["TU00253"]
"BS0-8193"	1237419	["PD00353"]	["TU461", "TU462", "TU00255"]
"BS0-7270"	3354157	["CPLX0-228"]	["TU00182", "TU0-45182"]
"BS0-1541"	4466258	["CPLX0-7854"]	["TU00213"]
"BS0-8784"	813137	["MONOMER0-160"]	["TU0-7044"]
"BS-7081"	997618	["G7071-MONOMER"]	["TU0-6629"]
"BS0-1542"	4466291	["CPLX0-7854"]	["TU00213"]
"BS0-8125"	853064	["CPLX0-7672"]	["TU0-42460"]
"BS0-8053"	1103336	["PD01379"]	["TU00392", "TU0-45257"]
"BS00057"	940782	["CPLX0-7797"]	["TU00019"]
"BS00777"	780440	["CPLX0-7705"]	["TU00492"]
"BS0-10430"		["G6737-MONOMER"]	["TU0-8733"]
"BS00797"		["PC00027"]	["TU00103", "TU0-42509"]
"BS0-7896"	2629072	["CPLX0-7797"]	["TU0-8738"]
"BS0-8773"	1056247	["CPLX0-8083"]	["TU0-8530"]
"BS0-9011"	2644967	["PHOSPHO-ARCA"]	["TU0-13651"]
"BS0-5601"	710890	["PD00406"]	["TU0-1281"]
"BS0-6933"	4058152	["PROTEIN-NRIP"]	["TU00027", "TU0-5903", "TU0-5901", "TU00029"]
"BS0-10470"		["G7619-MONOMER"]	["TU0-8573"]
"BS0-8326"	348495	["PHOSPHO-PHOB"]	["TU0-7221"]
"BS0-8991"	4525902	["CPLX0-226"]	["TU0-14192"]
"BS0-8162"	3883742	["CPLX0-7669"]	["TU00259"]
"BS0-10635"	1925362	["PHOSPHO-OMPR"]	["TU0-13434"]
"BS0-8267"	1074150	["CPLX0-8566"]	["TU0-3645"]
"BS0-943"	2344536	["CPLX0-7669"]	["TU00047"]
"BS0-7006"	3374822	["PHOSPHO-PHOP"]	["TU0-1902"]
"BS0-8366"	1148478	["PD01520"]	["TU00266"]
"BS0-8316"		["CPLX0-8597"]	["TU0-41801"]
"BS-7095"	2750990	["CPLX0-226"]	["TU00411"]
"BS0-7966"	2178702	["PC00061"]	["TU0-8469"]
"BS0-7254"	497998	["PD00214"]	["TU0-12951"]
"BS00517"	3847240	["CPLX0-7754"]	["TU00130"]
"BS00373"	2849876	["MONOMER0-183"]	["TU0-8344", "TU00154"]
"BS0-7317"	3485983	["CPLX0-7705"]	["TU00119"]
"BS0-7161"	3665998	["CPLX0-7797"]	["TU0-2261", "TU0-14433"]
"BS00767"	3756670	["CPLX0-7705"]	["TU00138"]
"BS0-7178"	4273938	["PHOSPHO-ARCA"]	["TU00065", "TU0-6564", "TU00069", "TU0-6563"]
"BS0-5062"	792080	["CPLX0-2021"]	["TU00026", "TU0-42584", "TU0-42580", "TU0-42582"]
"BS150"	1277852	["CPLX0-7797"]	["TU00156"]
"BS0-7914"	1212290	["PHOSPHO-PHOP"]	["TU0-13156"]
"BS0-7447"	1880042	["PHOSPHO-NARL"]	["TU0-13407"]
"BS0-3730"	1157686	["CPLX0-7705"]	["TU0-1141", "TU0-1142"]
"BS0-1062"	1157726	["CPLX0-226"]	["TU0-1141"]
"BS0-8498"		["MONOMER0-1"]	["TU0-7741"]
"BS0-7651"	1770330	["PHOSPHO-RCSB"]	["TU0-13370"]
"BS0-8892"	2192770	["G7072-MONOMER"]	["TU0-13517"]
"BS0-8480"	451584	["MONOMER0-4180"]	["TU00101"]
"BS0-8328"	1031976	["PHOSPHO-ARCA"]	["TU00288", "TU0-45171"]
"BS0-8966"	1434620	["EG12386-MONOMER"]	["TU0-13238"]
"BS0-7154"	3267242	["CPLX0-7797"]	["TU00125"]
"BS0-6082"		["PC00061"]	["TU794"]
"BS0-7846"	4551486	["PD00214"]	["TU0-4961", "TU101"]
"BS0-7939"	1583976	["PHOSPHO-PHOP"]	["TU0-14545"]
"BS0-7716"	1212160	["CPLX0-7797"]	["TU0-13156"]
"BS0-3841"	4551376	["CPLX0-226"]	["TU0-4961", "TU101"]
"BS0-8819"	1518800	["G7072-MONOMER"]	["G6758", "TU0-13272"]
"BS0-8609"		["G7619-MONOMER"]	["TU0-8755"]
"BS0-8907"	3220911	["G7072-MONOMER"]	["TU0-8572"]
"BS0-2501"	1832092	["CPLX0-228"]	["TU0-1003"]
"BS54"	3354294	["PD00353"]	["TU00182", "TU0-45182"]
"BS00229"	85348	["PD00353"]	["TU0-6882", "TU00081"]
"BS0-7957"	3216547	["CPLX0-7639"]	["TU0-8327"]
"BS0-1023"	795058	["CPLX0-6"]	["TU00301"]
"BS0-7823"	251968	["PC00010"]	["TU0-12854"]
"BS0-3464"	1166043	["PHOSPHO-ARCA"]	["TU00158"]
"BS00442"	3599889	["MONOMER0-155"]	["TU00183"]
"BS50"	1547263	["PHOSPHO-NARL"]	["TU00157"]
"BS0-7872"	3656823	["PHOSPHO-PHOP"]	["TU0-4903", "TU0-45279", "TU0-45242", "TU00282"]
"BS0-8629"	997860	["CPLX0-8563"]	["TU0-13094"]
"BS00482"	848994	["PD00214"]	["TU0-45200", "TU00176"]
"BS0-7739"	2520851	["CPLX0-7705"]	["TU0-6409", "TU00495"]
"BS00539"	4097512	["CPLX-124"]	["TU00219"]
"BS0-8456"		["G6745-MONOMER"]	["TU0-6501"]
"BS0-7892"	605496	["PD04418"]	["TU0-4624"]
"BS00259"	4267124	["MONOMER0-162"]	["TU00087"]
"BS0-8167"	3957882	["PD00200", "CPLX0-7715"]	["TU00090", "TU00033", "TU0-45235"]
"BS42"	1488033	["PHOSPHO-ARCA"]	["TU102"]
"BS0-1924"	1031990	["PHOSPHO-NARP"]	["TU00288", "TU0-45171"]
"BS0-3804"		["EG11544-MONOMER"]	["TU00486"]
"BS766"	131406	["PHOSPHO-ARCA"]	["TU796"]
"BS0-3701"	2601066	["CPLX0-7797"]	["TU686"]
"BS0-7619"	2167072	["CPLX0-226"]	["TU0-45184", "TU0-13506", "TU0-45185"]
"BS-7083"	4432021	["CPLX0-7756"]	["TU-8441"]
"BS0-8485"	2741759	["G7947-MONOMER"]	["TU0-13679"]
"BS0-7971"	4111660	["PC00061"]	["TU0-14668", "TU0-45203"]
"BS00702"	412486	["CPLX0-226"]	["TU00099"]
"BS0-942"	2344564	["CPLX0-7669"]	["TU00047"]
"BS0-1766"	222740	["CPLX0-7796"]	["TU0-2302"]
"BS0-8231"	2214830	["EG11356-MONOMER"]	["TU0-13527", "TU0-45249"]
"BS0-6482"	3656909	["PD00288"]	["TU0-45242", "TU00282"]
"BS0-8403"	3334790	["CPLX0-7916"]	["TU0-13886"]
"BS0-9001"	3384386	["MONOMER0-4276"]	["TU00108"]
"BS0-7856"	2512810	["PD00214"]	["TU0-7321"]
"BS00704"	4124552	["CPLX0-7740"]	["TU0-5961"]
"BS0-8369"	2143230	["MONOMER-60"]	["TU00370"]
"BS-7098"	795000	["CPLX0-226"]	["TU00301"]
"BS00232"	85495	["PD00353"]	["TU0-6882", "TU00081"]
"BS0-7732"		["PHOSPHO-DPIA"]	["TU0-14749"]
"BS0-3401"		["G7821-MONOMER"]	["TU0-4504"]
"BS0-3348"	1293029	["CPLX0-7705"]	["TU00139"]
"BS0-4141"	2460504	["PD01520"]	["TU0-5321"]
"BS0-7587"	1157682	["PD00406"]	["TU0-1141"]
"BS108"	2303638	["CPLX0-7797"]	["TU00305"]
"BS0-6963"	987144	["CPLX0-226"]	["TU00050", "TU0-45229"]
"BS0-7686"	1645902	["CPLX0-7928"]	["TU0-14381"]
"BS00799"	1755484	["PC00061"]	["TU00527"]
"BS0-10871"	167237	["CPLX0-7639"]	["TU0-198712"]
"BS0-2965"	4132552	["CPLX0-7796"]	["TU00218"]
"BS00352"	2876453	["CPLX0-2781"]	["TU00146"]
"BS00476"	4287601	["PHOSPHO-NARL"]	["TU00199"]
"BS0-3745"	3906758	["CPLX0-226"]	["TU0-4802", "TU0-42564", "TU0-42515"]
"BS00022"	2741306	["MONOMER0-162"]	["TU00008"]
"BS0-7337"		["PD00288"]	["TU0-13466"]
"BS0-8401"	922788	["CPLX0-226"]	["TU0-6486"]
"BS00389"	1787206	["PC00061"]	["TU00162"]
"BS00758"	2533566	["CPLX0-226"]	["TU00483", "TU00482"]
"BS0-8184"	3128132	["EG11088-MONOMER"]	["TU0-1962"]
"BS0-8002"		["PD00288"]	["TU0-7561"]
"BS0-3466"	1166057	["PHOSPHO-ARCA"]	["TU00158"]
"BS0-7171"	4360235	["PD00288"]	["TU00467"]
"BS0-8917"	3674780	["G7072-MONOMER"]	["TU0-13968"]
"BS00673"		["PD00967"]	["TU00288", "TU0-45171"]
"BS0-7523"	3667701	["CPLX0-7705"]	["TU0-45268", "TU586"]
"BS00047"	3990997	["CPLX0-226"]	["TU00016"]
"BS0-4463"	3658146	["EG11544-MONOMER"]	["TU0-5682"]
"BS0-8422"	89613	["EG11084-MONOMER"]	["TU0-941"]
"BS0-7905"	17392	["MONOMER0-46"]	["TU00200"]
"BS0-7661"	3088012	["MONOMER-53"]	["TU0-7081"]
"BS187"		["CPLX0-7797"]	["TU00103", "TU0-42509"]
"BS444"	1237581	["PD00353"]	["TU461", "TU462", "TU00255"]
"BS0-6806"	3493922	["PHOSPHO-NARP"]	["TU00046"]
"BS0-8329"	3712096	["CPLX0-8309"]	["TU0-42492"]
"BS0-8767"	4277418	["PD04132"]	["TU00211"]
"BS0-8923"	4297166	["G7072-MONOMER"]	["TU0-14127"]
"BS0-7758"	348500	["EG10087-MONOMER"]	["TU0-7221"]
"BS0-2462"	3219265	["PROTEIN-NRIP"]	["TU0-3341", "TU0-45258"]
"BS0-7909"	17455	["MONOMER0-46"]	["TU00200"]
"BS00203"	1020952	["PC00010"]	["TU00066"]
"BS00226"	4031005	["PD01520"]	["TU00215"]
"BS00132"	4132538	["CPLX0-7796"]	["TU00218"]
"BS0-8897"	2490539	["G7072-MONOMER"]	["TU0-13609"]
"BS00730"	4100758	["PC00027"]	["TU00064"]
"BS0-7768"	2231827	["CPLX0-7756"]	["TU841"]
"BS0-8798"		["CPLX0-8285"]	["TU00118"]
"BS0-1423"	656198	["CPLX0-7797"]	["TU0-1603"]
"BS0-6201"	2352492	["PD03576"]	["TU00216", "TU00030"]
"BS0-7493"	4031040	["CPLX0-7705"]	["TU00215"]
"BS0-1744"	3667708	["EG12243-MONOMER"]	["TU0-45268", "TU586"]
"BS0-1284"	2019533	["CPLX0-3930"]	["TU00276"]
"BS0-4623"	4341806	["CPLX0-226"]	["TU00040", "TU00131"]
"BS0-6361"	65844	["PC00010"]	["TU0-7581"]
"BS0-8932"	3584547	["G7072-MONOMER"]	["TU0-13941"]
"BS0-7704"	1880049	["CPLX0-7705"]	["TU0-13407"]
"BS0-7784"	2753552	["CPLX0-7756"]	["TU0-3423"]
"BS0-8859"	3875274	["CPLX0-8578"]	["TU0-14018"]
"BS0-8363"	2797133	["CPLX0-7748"]	["TU0-42608", "TU0-13709"]
"BS00275"	2310466	["PD00230"]	["TU0-45248", "TU00072"]
"BS0-7533"	1230658	["CPLX0-7705"]	["TU581"]
"BS0-4242"	2716622	["PHOSPHO-ARCA"]	["TU0-1143"]
"BS00361"		["PD00969"]	["TU00049"]
"BS00182"	1737792	["CPLX-123"]	["TU00059"]
"BS0-8424"	3926519	["EG11084-MONOMER"]	["TU0-14030"]
"BS0-10498"		["PHOSPHO-HYDG"]	["TU0-45291"]
"BS0-7130"	29472	["CPLX0-3061"]	["TU00110"]
"BS0-8019"	4163504	["EG12243-MONOMER"]	["TU0-6281"]
"BS147"	1079134	["CPLX0-226"]	["TU122"]
"BS00605"	4347406	["CPLX0-7797"]	["TU00159"]
"BS0-6761"	1862556	["CPLX0-226"]	["TU0-4906"]
"BS0-7682"	2309054	["MONOMER0-155"]	["TU0-13560"]
"BS0-7417"	3657750	["EG12242-MONOMER"]	["TU0-5682"]
"BS0-10667"	637715	["G6332-MONOMER"]	["TU0-194010"]
"BS00782"	2466234	["CPLX0-7705"]	["TU00500"]
"BS0-7755"	348530	["EG10087-MONOMER"]	["TU0-7221"]
"BS110"	1279622	["PHOSPHO-NARL"]	["TU00044"]
"BS0-8651"	84062	["CPLX0-8563"]	["TU0-12807"]
"BS0-7390"	1671265	["PHOSPHO-RSTA"]	["TU0-45276", "TU0-1701"]
"BS00664"	3105706	["CPLX0-226"]	["TU00129"]
"BS0-7962"	348544	["PC00061"]	["TU0-3602"]
"BS0-7968"	3785204	["PC00061"]	["TU0-13998"]
"BS0-8330"	3712116	["CPLX0-8309"]	["TU0-42492"]
"BS0-8146"	464361	["PD01520"]	["TU0-12932"]
